Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,new_rating,new_rating_source
6655,NCAA March Madness 06,xb,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,,,
6656,Major League Baseball 2K11,ps3,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.02,0.2,,,
6657,Mobile Suit Gundam: Crossfire,ps3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2,,,
6658,Phantasy Star Online,dc,2000,Role-Playing,Sega,0,0,0.2,0,0.2,,12,ESRB
6659,Crazy Taxi 3: High Roller,xb,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.2,,,
6660,Just Dance 2: Extra Songs,wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2,FALSE,3,PEGI
6661,Frogger 3D,3ds,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.01,0.2,,7,PEGI
6662,Chronicles of Mystery: Curse of the Ancient Temple,ds,2009,Adventure,City Interactive,0.07,0.11,0,0.02,0.2,,12,PEGI
6663,Bomberman Max: Blue Champion,gb,1999,,,,,,,0.2,,3,manual
6664,Bomberman Max: Red Challenger,gb,1999,,,,,,,0.2,,3,manual
6665,International Superstar Soccer 2000,ps2,2000,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,
6666,Star Raiders,2600,1982,,,,,,,0.2,,3,pre-1994
6667,Thrillville,psp,2006,Strategy,Atari,0.18,0,0,0.02,0.2,,7,PEGI
6668,Battle of Giants: Dinosaurs Strike,wii,2010,Strategy,Ubisoft,0.15,0.04,0,0.02,0.2,FALSE,,
6669,The King of Fighters '95,ng,1995,Fighting,SNK,0,0,0.2,0,0.2,,12,ESRB
6670,Discovery Kids: Pony Paradise,ds,2009,Simulation,505 Games,0.19,0,0,0.01,0.2,,,
6671,Mary-Kate and Ashley: Girls Night Out,gba,2002,Misc,Acclaim Entertainment,0.15,0.05,0,0,0.2,,3,manual
6672,Cabela's North American Adventures,wii,2010,Sports,Activision,0.19,0,0,0.01,0.2,FALSE,,
6673,Enchanted Arms,ps3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,,12,PEGI
6674,Beyblade G-Revolution,gba,2004,Action,Atari,0.15,0.05,0,0,0.2,,3,PEGI
6675,WWE All Stars,wii,2011,Fighting,THQ,0.11,0.07,0,0.02,0.2,TRUE,16,PEGI
6676,Trade & Battle: Card Hero,gb,2000,Strategy,Nintendo,0,0,0.2,0,0.2,,3,manual
6677,World Championship Cards,psp,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.2,,,
6678,Midnight Club 3: DUB Edition Remix,xb,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2,,12,PEGI
6679,Sengoku Basara 2 Heroes,ps2,2007,Action,Capcom,0,0,0.2,0,0.2,,,
6680,Tetris Worlds (Online Edition),xb,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2,,3,PEGI
6681,NFL Street 2,gc,2004,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,,3,PEGI
6682,Pro Yaky? Spirits 2013,psp,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,
6683,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,ps2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,,,
6684,My Secret World by Imagine,ds,2008,Misc,Ubisoft,0,0.2,0,0,0.2,,3,PEGI
6685,Ridge Racer,psv,2011,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2,,3,PEGI
6686,Bleach: The 3rd Phantom,ds,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,,12,PEGI
6687,Gladius,ps2,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2,,12,PEGI
6688,Family Feud: 2012 Edition,wii,2011,Misc,Ubisoft,0.19,0,0,0.01,0.2,FALSE,,
6689,Dave Mirra Freestyle BMX 2,xb,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.01,0.2,,,
6690,Spore Hero Arena,ds,2009,Simulation,Electronic Arts,0.18,0,0,0.01,0.2,,7,PEGI
6691,Pro Yaky? Spirits 2012,psp,2012,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,
6692,Puzzle & Dragons X: God Chapter / Dragon Chapter,3ds,2016,Action,GungHo,0,0,0.2,0,0.2,,,
6693,SpongeBob SquarePants: Revenge of the Flying Dutchman,gc,2002,Platform,THQ,0.15,0.04,0,0.01,0.2,,,
6694,Sid Meier's Pirates!,psp,2007,Strategy,Take-Two Interactive,0.16,0.01,0,0.02,0.2,,12,PEGI
6695,Taiko no Tatsujin: Go! Go! Godaime,ps2,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2,,,
6696,Taiko Drum Master,ps2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2,,,
6697,Harry Potter and the Goblet of Fire,psp,2005,Action,Electronic Arts,0.17,0.01,0,0.02,0.2,,7,PEGI
6698,Bust-A-Move 2 Arcade Edition,ps,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.01,0.2,,,
6699,Shark Tale,xb,2004,Action,Activision,0.15,0.04,0,0.01,0.2,,3,PEGI
6700,UFC Personal Trainer: The Ultimate Fitness System,wii,2011,Sports,THQ,0.12,0.06,0,0.02,0.2,FALSE,3,PEGI
6701,Treasure Hunter G,snes,1996,Role-Playing,SquareSoft,0,0,0.2,0,0.2,,3,manual
6702,Namco Museum: 50th Anniversary,gba,2005,Misc,Namco Bandai Games,0.14,0.05,0,0,0.2,,3,manual
6703,Ford Racing Off Road,ps2,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2,,,
6704,The Witch and the Hundred Knight,ps3,2013,Role-Playing,Nippon Ichi Software,0.06,0.02,0.1,0.01,0.2,,16,PEGI
6705,Nobunaga no Yabou: Reppuuden,ps,1999,Strategy,Tecmo Koei,0,0,0.19,0.01,0.2,,,
6706,Hot Wheels: Track Attack,wii,2010,Racing,THQ,0.15,0.04,0,0.01,0.2,FALSE,3,PEGI
6707,Schlag den Raab,wii,2010,Misc,Namco Bandai Games,0,0.17,0,0.03,0.2,FALSE,12,PEGI
6708,UFC Personal Trainer: The Ultimate Fitness System,ps3,2011,Sports,THQ,0.08,0.09,0,0.04,0.2,,3,PEGI
6709,The BIGS 2,ps2,2009,Sports,Take-Two Interactive,0.1,0.08,0,0.03,0.2,,,
6710,Mat Hoffman's Pro BMX 2,xb,2002,Sports,Activision,0.15,0.04,0,0.01,0.2,,,
6711,Untold Legends: Dark Kingdom,ps3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,,16,PEGI
6712,The Cheetah Girls: Passport to Stardom,ds,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2,,,
6713,From Russia With Love,xb,2005,Action,Electronic Arts,0.15,0.04,0,0.01,0.2,,16,PEGI
6714,Wing Arms,sat,1994,Shooter,Sega,0,0,0.2,0,0.2,,3,pre-1994
6715,Pro Yaky? Spirits 2013,ps3,2013,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,
6716,We Wish You A Merry Christmas,wii,2009,Action,Destineer,0.14,0.04,0,0.02,0.2,FALSE,3,PEGI
6717,DanceDanceRevolution,ps3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.02,0.2,,,
6718,Cabela's Big Game Hunter (2008),ps2,2007,Sports,Activision Value,0.1,0.08,0,0.03,0.2,,12,PEGI
6719,Grandia II,dc,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,,12,ESRB
6720,Namco Museum Vol.4,ps,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,,,
6721,Tom Clancy's Splinter Cell: Essentials,psp,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.2,,16,PEGI
6722,Armored Core 4,ps3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2,,12,PEGI
6723,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,ds,2006,Misc,Shogakukan,0,0,0.2,0,0.2,,,
6724,Baldur's Gate: Dark Alliance,xb,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2,,,
6725,Family Guy,psp,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.2,,18,PEGI
6726,Prince of Persia: Warrior Within,gc,2004,Action,Ubisoft,0.15,0.04,0,0.01,0.2,,16,PEGI
6727,UFC: Tapout,xb,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.01,0.2,,,
6728,Aikatsu! Cinderella Lesson,3ds,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2,,,
6729,Marvel Super Hero Squad: Comic Combat,wii,2011,Action,THQ,0.15,0.03,0,0.01,0.2,FALSE,12,PEGI
6730,Mega Man Legacy Collection,3ds,2016,Platform,Capcom,0.13,0,0.05,0.02,0.2,,7,PEGI
6731,Predator: Concrete Jungle,ps2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2,,18,PEGI
6732,Beyblade: Metal Fusion - Battle Fortress,wii,2009,Action,Konami Digital Entertainment,0.15,0,0.03,0.01,0.2,FALSE,,
6733,WipeOut 3 The Game,3ds,2012,Action,Activision,0.18,0,0,0.01,0.2,,,
6734,Big Mutha Truckers 2,ps2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2,,,
6735,The Naked Brothers Band: The Video Game,ds,2008,Misc,THQ,0.18,0,0,0.01,0.2,,,
6736,Demon Gaze,psv,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2,,12,PEGI
6737,NHL FaceOff 2001,ps2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2,,,
6738,Mana Khemia 2: Fall of Alchemy,ps2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,,,
6739,The Great Escape,ps2,2003,Action,SCi,0.1,0.07,0,0.02,0.2,,12,PEGI
6740,Dexter's Lab Chess Challenge,gba,2002,Misc,BAM! Entertainment,0.14,0.05,0,0,0.2,,3,manual
6741,CandyLand / Chutes & Ladders / Memory,gba,2005,Misc,Zoo Digital Publishing,0.15,0.05,0,0,0.2,,3,manual
6742,The Legend of the River King 2,gbc,2001,,,,,,,0.2,,3,ESRB
6743,Jikkyou Powerful Pro Yakyuu 2011,psp,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,
6744,X-Men Origins: Wolverine,ds,2009,Action,Activision,0.15,0.03,0,0.02,0.2,,12,PEGI
6745,101-in-1 Explosive Megamix,ds,2008,Puzzle,Nordcurrent,0.05,0.13,0,0.02,0.2,,3,PEGI
6746,Shiren the Wanderer,wii,2008,Role-Playing,Sega,0.08,0,0.11,0.01,0.2,TRUE,,
6747,Forgotten Realms: Demon Stone,ps2,2004,Action,Atari,0.1,0.08,0,0.03,0.2,,12,PEGI
6748,Super Baseball Simulator 1.000,snes,1991,Sports,Culture Brain,0,0,0.2,0,0.2,,3,pre-1994
6749,Barbie Horse Adventures: Riding Camp,wii,2008,Sports,Activision,0.18,0,0,0.01,0.2,FALSE,3,PEGI
6750,Resident Evil: Revelations,wiiu,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2,,16,PEGI
6751,Go Play: Lumberjacks,wii,2009,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.2,FALSE,3,PEGI
6752,Looney Tunes: Space Race,ps2,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2,,,
6753,Puzzle Challenge: Crosswords and More!,psp,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2,,,
6754,NASCAR Unleashed,wii,2011,Racing,Activision,0.18,0,0,0.01,0.2,TRUE,,
6755,Backyard Hockey,gba,2003,Sports,Atari,0.14,0.05,0,0,0.2,,3,manual
6756,Jikkyou Powerful Pro Yakyuu 2010,psp,2010,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,
6757,Ore no Shikabane o Koete Yuke,psp,2011,Role-Playing,Sony Computer Entertainment,0,0,0.2,0,0.2,,,
6758,Power Rangers: Time Force,gba,2001,Action,THQ,0.14,0.05,0,0,0.2,,7,PEGI
6759,Shaman King: Spirit of Shamans,ps,2002,Action,Namco Bandai Games,0,0,0.18,0.01,0.2,,,
6760,Tiger Woods PGA Tour 06,psp,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2,,3,PEGI
6761,Ratatouille,gba,2007,Action,THQ,0.14,0.05,0,0,0.2,,3,PEGI
6762,Columns,gen,1990,,,,,,,0.2,,3,PEGI
6763,The Fairly Odd Parents: Enter the Cleft,gba,2002,Platform,THQ,0.14,0.05,0,0,0.2,,3,manual
6764,MC Groovz Dance Craze,gc,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2,,,
6765,The Thing,xb,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2,,,
6766,Tom and Jerry in House Trap,ps,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2,,,
6767,Jissen Pachi-Slot Hisshouhou! Aladdin A,ps2,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2,,,
6768,Playboy: The Mansion,ps2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2,,16,PEGI
6769,The Con,psp,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,,16,PEGI
6770,Clive Barker's Jericho,ps3,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,,18,PEGI
6771,From TV Animation One Piece: Grand Battle! 3,gc,2003,Fighting,Namco Bandai Games,0,0,0.2,0.01,0.2,,,
6772,Rocket Power: Zero Gravity Zone,gba,2003,Sports,THQ,0.14,0.05,0,0,0.2,,3,manual
6773,Le Mans 24 Hours,ps2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,,,
6774,International Cricket 2010,ps3,2010,Sports,Codemasters,0,0.15,0,0.05,0.2,,3,PEGI
6775,ESPN MLB Baseball,ps2,2004,Sports,Sega,0.1,0.08,0,0.03,0.2,,,
6776,Neighborhood Games,wii,2009,Misc,THQ,0.17,0.02,0,0.01,0.2,FALSE,,
6777,All Star Pro-Wrestling,ps2,2000,Fighting,SquareSoft,0,0,0.2,0,0.2,,,
6778,Way of the Samurai 4,ps3,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2,,18,PEGI
6779,Harvest Moon: More Friends of Mineral Town,gba,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,,3,manual
6780,Pitfall: The Lost Expedition,ps2,2004,Platform,Activision,0.1,0.08,0,0.03,0.2,,3,PEGI
6781,Captain America: Super Soldier,ps3,2011,Action,Sega,0.1,0.07,0,0.03,0.2,,16,PEGI
6782,MLB 12: The Show,psv,2012,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,,3,PEGI
6783,The Fairly Odd Parents: Shadow Showdown,gc,2004,Platform,THQ,0.16,0.04,0,0.01,0.2,,3,PEGI
6784,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,sat,1996,Shooter,Namco Bandai Games,0,0,0.2,0,0.2,,3,manual
6785,Camping Mama: Outdoor Adventures,ds,2011,Simulation,505 Games,0.13,0.06,0,0.02,0.2,,,
6786,Kurohyou 2: Ryu ga Gotoku Ashura Hen,psp,2012,Action,Sega,0,0,0.2,0,0.2,,,
6787,NBA 2K2,xb,2002,Sports,Sega,0.15,0.04,0,0.01,0.2,,,
6788,X2: Wolverine's Revenge,gba,2003,Platform,Activision,0.14,0.05,0,0,0.2,,3,manual
6789,7th Dragon 2020,psp,2011,Role-Playing,Sega,0,0,0.2,0,0.2,,,
6790,Marvel: Ultimate Alliance 2,ds,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,,12,PEGI
6791,Earth Defense Force: Insect Armageddon,ps3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,,,
6792,Taiko no Tatsujin: Waku Waku Anime Matsuri,ps2,2003,Misc,Namco Bandai Games,0,0,0.2,0,0.2,,,
6793,Tekken 3D: Prime Edition,3ds,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2,,16,PEGI
6794,The Bible Game,ps2,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2,,3,PEGI
6795,Tomb Raider: Underworld,ds,2008,Action,Eidos Interactive,0.16,0.03,0,0.02,0.2,,16,PEGI
6796,Shining Blade,psp,2012,Role-Playing,Sega,0,0,0.2,0,0.2,,,
6797,Fairy Fencer F,ps3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2,,12,PEGI
6798,Atelier Shallie: Alchemists of the Dusk Sea,ps3,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,,12,PEGI
6799,The Ultimate Red Ball Challenge,wii,2009,Misc,Mindscape,0,0.19,0,0.01,0.2,FALSE,,
6800,PBR: Out of the Chute,ps2,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2,,,
6801,The King of Fighters Collection: The Orochi Saga,ps2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2,,12,PEGI
6802,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,ps2,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,,
6803,Arcana Heart 3,ps3,2011,Fighting,PQube,0.04,0.05,0.1,0.02,0.2,,12,PEGI
6804,Deal or No Deal: The Banker is Back!,ds,2008,Misc,Mindscape,0,0.2,0,0,0.2,,3,PEGI
6805,Spectrobes: Origins,wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.02,0.2,FALSE,7,PEGI
6806,MLB 10: The Show,psp,2010,Sports,Sony Computer Entertainment,0.19,0,0,0.02,0.2,,,
6807,Saturday Night Speedway,ps2,2004,Racing,Play It,0.1,0.08,0,0.03,0.2,,,
6808,Bratz: Rock Angelz,gc,2005,Misc,THQ,0.16,0.04,0,0.01,0.2,,3,PEGI
6809,Langrisser III,sat,1996,Strategy,NCS,0,0,0.2,0,0.2,,12,CERO
6810,Drift King Shutokou Battle '94,snes,1994,Racing,BPS,0,0,0.2,0,0.2,,3,pre-1994
6811,MLB SlugFest 20-03,xb,2002,Sports,Midway Games,0.15,0.04,0,0.01,0.2,,,
6812,Dragon Ball: Revenge of King Piccolo,wii,2009,Action,Namco Bandai Games,0.13,0.03,0.03,0.02,0.2,TRUE,12,PEGI
6813,Cars,xb,2006,Racing,THQ,0.15,0.04,0,0.01,0.2,,3,PEGI
6814,Samurai Spirits (CD),ng,1994,Fighting,SNK,0,0,0.2,0,0.2,,3,pre-1994
6815,Imagine: Babyz Fashion,ds,2009,Simulation,Ubisoft,0.19,0,0,0.01,0.2,,,
6816,MVP Baseball 2003,xb,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,,,
6817,NCAA Final Four 2004,ps2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2,,,
6818,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",xb,2005,Action,Disney Interactive Studios,0.15,0.04,0,0.01,0.2,,12,PEGI
6819,Tigger's Honey Hunt,n64,2000,Platform,Ubisoft,0.16,0.04,0,0,0.2,,13,GiantBomb (ESRB)
6820,Famista 64,n64,,Sports,Namco Bandai Games,0,0,0.17,0.03,0.2,,,RAWG (ESRB)
6821,Roadsters 99,n64,1999,Racing,Titus,0.06,0.13,0,0.01,0.2,,,
6822,Magical Tetris Challenge,n64,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2,,3,GiantBomb (ESRB)
6823,Guardian Heroes,sat,1996,,,,,,,0.2,,12,ESRB
6824,Batman: Arkham City Armored Edition,wiiu,2012,,,,,,,0.2,,16,PEGI
6825,Just Dance 2018,wiiu,2017,,,,,,,0.2,,3,PEGI
6826,Twisted Edge Extreme Snowboarding,n64,1998,Sports,Kemco,0.16,0.04,0,0,0.2,,,RAWG (ESRB)
6827,South Park Rally,n64,2000,Racing,Acclaim Entertainment,0.16,0.04,0,0,0.2,,3,ESRB
6828,Body Harvest,n64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0,0,0.2,,,RAWG (ESRB)
6829,San Francisco Rush 2049,n64,2000,Racing,Midway Games,0.16,0.04,0,0,0.2,,,RAWG (ESRB)
6830,Super Robot Taisen 64,n64,1999,Strategy,Banpresto,0,0,0.2,0,0.2,,,RAWG (ESRB)
6831,Snowboard Kids,n64,1996,Sports,Atlus,0.16,0.04,0,0,0.2,,3,GiantBomb (ESRB)
6832,NBA 07,psp,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,,,
6833,IHRA Drag Racing 2004,xb,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.01,0.2,,,
6834,Shining Hearts,psp,2010,Role-Playing,Sega,0,0,0.2,0,0.2,,,
6835,Code of Princess,3ds,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,,12,PEGI
6836,Spy Hunter,gc,2002,Racing,Midway Games,0.16,0.04,0,0.01,0.2,,,
6837,Magical ZhuZhu Princess: Carriages & Castles,ds,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2,,,
6838,CSI: Unsolved!,ds,2010,Adventure,Ubisoft,0.13,0.06,0,0.02,0.2,,,
6839,Disney's Tarzan,n64,2000,Platform,Activision,0.16,0.04,0,0,0.2,,,
6840,Injustice: Gods Among Us,wiiu,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.02,0.2,,16,PEGI
6841,Dead to Rights II,ps2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2,,16,PEGI
6842,Super Dodge Ball Advance,gba,2001,Sports,Ubisoft,0.14,0.05,0,0,0.2,,3,manual
6843,Ogre Battle Saga Episode Five: The March of the Black Queen,ps,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,,,
6844,"Ni Hao, Kai-lan: New Year's Celebration",ds,2009,Misc,Take-Two Interactive,0.19,0,0,0.01,0.2,,,
6845,Press Your Luck 2010 Edition,ds,2009,Misc,Ubisoft,0.19,0,0,0.01,0.2,,,
6846,Warriors Orochi,psp,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,,12,PEGI
6847,Treasure World,ds,2009,Simulation,Aspyr,0.19,0,0,0.01,0.2,,,
6848,Mahjongg Mysteries: Ancient Egypt,ds,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2,,,
6849,MDK,ps,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2,,,
6850,Afro Samurai,ps3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,,18,PEGI
6851,Rock Band Track Pack: Classic Rock,ps2,2009,Misc,MTV Games,0.1,0.08,0,0.03,0.2,,,
6852,Ty the Tasmanian Tiger 2: Bush Rescue,gc,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,,3,PEGI
6853,Speed Punks,ps,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.01,0.2,,,
6854,The Legend of Heroes VII: The Trail of Blue,psp,2011,Role-Playing,Falcom Corporation,0,0,0.2,0,0.2,,,
6855,No More Heroes: Heroes' Paradise,ps3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.2,,18,PEGI
6856,Escape The Museum,ds,2010,Adventure,Astragon,0.05,0.12,0,0.02,0.19,,3,PEGI
6857,3rd Super Robot Wars Z Jigoku Hen,psv,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19,,12,CERO
6858,NASCAR Unleashed,3ds,2011,Racing,Activision,0.18,0,0,0.01,0.19,,,
6859,Harry Potter and the Prisoner of Azkaban,xb,2004,Action,Electronic Arts,0.14,0.04,0,0.01,0.19,,3,PEGI
6860,Gallop Racer,ps,1999,Sports,Tecmo Koei,0,0,0.18,0.01,0.19,,,
6861,Shining Force II,gen,1993,Strategy,Sega,0,0,0.19,0,0.19,,7,ESRB
6862,Jewel Master: Cradle of Athena,ds,2010,Puzzle,Storm City Games,0.18,0,0,0.01,0.19,,,
6863,Big Air,ps,1999,Sports,Accolade,0.1,0.07,0,0.01,0.19,,,
6864,Pet Zombies,3ds,,Simulation,Majesco Entertainment,0.18,0,0,0.01,0.19,,12,PEGI
6865,Princess Maker: Yumemiru Yosei,ps,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01,0.19,,,
6866,The Legend of Spyro: A New Beginning,gc,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19,,7,PEGI
6867,Sing4: The Hits Edition,wii,2011,Misc,Crave Entertainment,0.18,0,0,0.01,0.19,FALSE,,
6868,International Soccer,2600,1981,Sports,Mattel Interactive,0.18,0.01,0,0,0.19,,3,pre-1994
6869,Sudoku Gridmaster (JP sales),ds,2006,Puzzle,Nintendo,0,0,0.19,0,0.19,,3,PEGI
6870,Pictionary,ds,2010,Puzzle,THQ,0.1,0.07,0,0.02,0.19,,3,PEGI
6871,Taiko no Tatsujin: Wii U Version!,wiiu,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19,,3,CERO
6872,Monsters vs. Aliens,ps2,2009,Action,Activision,0.11,0,0,0.08,0.19,,7,PEGI
6873,CSI: Fatal Conspiracy,ps3,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.19,,,
6874,College Slam,ps,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.01,0.19,,,
6875,Mushroom Men: The Spore Wars,wii,2008,Action,SouthPeak Games,0.17,0.01,0,0.01,0.19,FALSE,,
6876,Pro Yaky? Spirits 4,ps2,2007,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,,,
6877,SoulCalibur Legends,wii,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.19,FALSE,16,PEGI
6878,Daigasso! Band Brothers,ds,2004,Misc,Nintendo,0,0,0.19,0,0.19,,,
6879,Rise of the Kasai,ps2,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,,,
6880,Thoroughbred Breeder,snes,1993,Simulation,Hect,0,0,0.19,0,0.19,,3,pre-1994
6881,Tenchu: Fatal Shadows,ps2,2004,Action,Sega,0.09,0.07,0,0.02,0.19,,18,PEGI
6882,Active Health with Carol Vorderman,ds,2009,Sports,Nintendo,0,0.18,0,0.01,0.19,,3,PEGI
6883,Kenka Banchou 4: Ichinen Sensou,psp,2010,Action,Spike,0,0,0.19,0,0.19,,,
6884,God Eater Resurrection,psv,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19,,12,PEGI
6885,Jeopardy!,ds,2010,Misc,THQ,0.18,0,0,0.01,0.19,,,
6886,Squeeballs Party,wii,2009,Puzzle,Performance Designed Products,0.18,0,0,0.01,0.19,FALSE,,
6887,Tottadoo! Yoiko no Mujintou Seikatsu,ds,2008,Adventure,Namco Bandai Games,0,0,0.19,0,0.19,,,
6888,Where's Waldo? The Fantastic Journey,wii,2009,Adventure,Ubisoft,0.18,0,0,0.01,0.19,FALSE,,
6889,Family Game Night 4: The Game Show,wii,2011,Misc,Electronic Arts,0.13,0.04,0,0.01,0.19,FALSE,,
6890,Teenage Mutant Ninja Turtles 2: Battle Nexus,gc,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01,0.19,,12,PEGI
6891,Barbie Horse Adventures: Riding Camp,ps2,2008,Sports,Activision,0.09,0.07,0,0.02,0.19,,,
6892,SSX Tricky,gba,2002,Sports,Electronic Arts,0.14,0.05,0,0,0.19,,3,manual
6893,Warhammer: Shadow of the Horned Rat,ps,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19,,,
6894,Pro Yakyuu Team o Tsukurou!,ds,2008,Sports,Sega,0,0,0.19,0,0.19,,,
6895,Warriors: Legends of Troy,ps3,2011,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19,,18,PEGI
