Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,name_norm,PEGI_Rating
6829,Jikkyou Powerful Pro Yakyuu 2010,ps3,2010,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27,,jikkyou powerful pro yakyuu 2010,
8125,Jikkyou Powerful Pro Yakyuu 2010,psp,2010,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,jikkyou powerful pro yakyuu 2010,
7040,Jikkyou Powerful Pro Yakyuu 2011,ps3,2011,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26,,jikkyou powerful pro yakyuu 2011,
8112,Jikkyou Powerful Pro Yakyuu 2011,psp,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2,,jikkyou powerful pro yakyuu 2011,
12480,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,ps3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,jikkyou powerful pro yakyuu 2011 ketteiban,
10190,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,psp,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,,jikkyou powerful pro yakyuu 2011 ketteiban,
7865,Jikkyou Powerful Pro Yakyuu 2012,ps3,2012,Action,Konami Digital Entertainment,0,0,0.21,0,0.21,,jikkyou powerful pro yakyuu 2012,
9466,Jikkyou Powerful Pro Yakyuu 2012,psp,2012,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,jikkyou powerful pro yakyuu 2012,
11504,Jikkyou Powerful Pro Yakyuu 2012,psv,2012,Action,Konami Digital Entertainment,0,0,0.09,0,0.09,,jikkyou powerful pro yakyuu 2012,
7061,Jikkyou Powerful Pro Yakyuu 2013,ps3,2013,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26,,jikkyou powerful pro yakyuu 2013,
8771,Jikkyou Powerful Pro Yakyuu 2013,psp,2013,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,jikkyou powerful pro yakyuu 2013,
11120,Jikkyou Powerful Pro Yakyuu 2013,psv,2013,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,,jikkyou powerful pro yakyuu 2013,
8748,Jikkyou Powerful Pro Yakyuu 2014,ps3,2014,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,jikkyou powerful pro yakyuu 2014,
10243,Jikkyou Powerful Pro Yakyuu 2014,psv,2014,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12,,jikkyou powerful pro yakyuu 2014,
4739,Jikkyou Powerful Pro Yakyuu 3,snes,1996,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45,,jikkyou powerful pro yakyuu 3,
9216,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,snes,1997,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,,jikkyou powerful pro yakyuu 3 97 haru,
6159,Jikkyou Powerful Pro Yakyuu 4,n64,1997,Sports,Konami Digital Entertainment,0,0,0.26,0.05,0.31,,jikkyou powerful pro yakyuu 4,
6904,Jikkyou Powerful Pro Yakyuu 5,n64,1998,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27,,jikkyou powerful pro yakyuu 5,
4981,Jikkyou Powerful Pro Yakyuu 6,n64,1999,Sports,Konami Digital Entertainment,0,0,0.39,0.03,0.42,,jikkyou powerful pro yakyuu 6,
5722,Jikkyou Powerful Pro Yakyuu 7,ps2,2000,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35,,jikkyou powerful pro yakyuu 7,
6439,Jikkyou Powerful Pro Yakyuu 8,ps2,2001,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29,,jikkyou powerful pro yakyuu 8,
10297,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,ps2,2001,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12,,jikkyou powerful pro yakyuu 8 ketteiban,
10246,Jikkyou Powerful Pro Yakyuu 9,gc,2002,Sports,Konami Digital Entertainment,0,0,0.11,0,0.12,,jikkyou powerful pro yakyuu 9,
4803,Jikkyou Powerful Pro Yakyuu 9,ps2,2002,Sports,Konami Digital Entertainment,0,0,0.44,0,0.44,,jikkyou powerful pro yakyuu 9,
11838,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,ps2,2002,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09,,jikkyou powerful pro yakyuu 9 ketteiban,
9208,Jikkyou Powerful Pro Yakyuu Basic-han 2001,n64,2001,Sports,Konami Digital Entertainment,0,0,0.12,0.04,0.16,,jikkyou powerful pro yakyuu basic han 2001,
13169,Jikkyou Powerful Pro Yakyuu DreamCast Edition,dc,2000,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,jikkyou powerful pro yakyuu dreamcast edition,
12118,Jikkyou Powerful Pro Yakyuu Next,wii,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,False,jikkyou powerful pro yakyuu next,
9262,Jikkyou Powerful Pro Yakyuu Portable,psp,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,jikkyou powerful pro yakyuu portable,
11828,Jikkyou Powerful Pro Yakyuu Portable 2,psp,2007,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09,,jikkyou powerful pro yakyuu portable 2,
6220,Jikkyou Powerful Pro Yakyuu Portable 3,psp,2008,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,,jikkyou powerful pro yakyuu portable 3,
6815,Jikkyou Powerful Pro Yakyuu Portable 4,psp,2009,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27,,jikkyou powerful pro yakyuu portable 4,
9540,Jikkyou Powerful Pro Yakyuu Wii,wii,2007,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,False,jikkyou powerful pro yakyuu wii,
15560,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,wii,2007,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03,False,jikkyou powerful pro yakyuu wii ketteiban,
3362,Jikkyou World Soccer 2000 Final Edition,ps2,2000,Sports,Konami Digital Entertainment,0,0,0.66,0,0.66,,jikkyou world soccer 2000 final edition,
14872,Jikkyou World Soccer 2002,ps2,2002,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,jikkyou world soccer 2002,
11999,Jillian Michaels Fitness Ultimatum 2010,ds,2009,Sports,Majesco Entertainment,0.07,0,0,0.01,0.08,,jillian michaels fitness ultimatum 2010,
3846,Jillian Michaels Fitness Ultimatum 2010,wii,2009,Sports,Majesco Entertainment,0.52,0.01,0,0.04,0.57,False,jillian michaels fitness ultimatum 2010,3
8957,Jillian Michaels Fitness Ultimatum 2011,wii,2010,Sports,D3Publisher,0.16,0,0,0.01,0.17,False,jillian michaels fitness ultimatum 2011,
1718,Jillian Michaels' Fitness Ultimatum 2009,wii,2008,Sports,Deep Silver,0.96,0.2,0,0.11,1.27,False,jillian michaels fitness ultimatum 2009,3
14131,Jim Henson's Muppets in Spy Muppets: License to Croak,gba,2003,Action,TDK Mediactive,0.04,0.01,0,0,0.05,,jim henson s muppets in spy muppets license to croak,
9574,Jim Henson's the Muppets: On With the Show!,gba,2003,Action,TDK Mediactive,0.1,0.04,0,0,0.14,,jim henson s the muppets on with the show,
12432,Jimmie Johnson's Anything With an Engine,ps3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.07,,jimmie johnson s anything with an engine,
12342,Jimmie Johnson's Anything With an Engine,wii,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08,True,jimmie johnson s anything with an engine,
19626,Jimmy Connors Tennis,lynx,1992,,,,,,,0.002,,jimmy connors tennis,
5058,Jimmy Neutron: Boy Genius,gba,2001,Platform,THQ,0.3,0.11,0,0.01,0.42,,jimmy neutron boy genius,3
11679,Jimmy Neutron: Boy Genius,gc,2002,Platform,THQ,0.07,0.02,0,0,0.09,,jimmy neutron boy genius,
5168,Jimmy Neutron: Boy Genius,ps2,2002,Platform,THQ,0.2,0.16,0,0.05,0.41,,jimmy neutron boy genius,
16932,Jinguuji Saburou DS: Akai Chou,ds,2010,Adventure,Arc System Works,0,0,0.02,0,0.02,,jinguuji saburou ds akai chou,
16160,Jinsei Game DS,ds,2006,Misc,Atlus,0,0,0.02,0,0.02,,jinsei game ds,
17798,Jinsei Game Q DS: Shouwa no Dekigoto,ds,2007,Misc,Takara Tomy,0,0,0.01,0,0.01,,jinsei game q ds shouwa no dekigoto,
16823,Jinsei Game Wii,wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02,False,jinsei game wii,
13928,Jirou Akagawa: Majotachi no Nemuri,snes,1995,Adventure,Pack-In-Video,0,0,0.05,0,0.05,,jirou akagawa majotachi no nemuri,
8380,Jissen Pachi-Slot Hisshouhou,snes,1993,Misc,Sammy Corporation,0,0,0.19,0,0.19,,jissen pachi slot hisshouhou,
8138,Jissen Pachi-Slot Hisshouhou! Aladdin A,ps2,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2,,jissen pachi slot hisshouhou aladdin a,
9888,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,ps2,2005,Misc,Sega,0,0,0.13,0,0.13,,jissen pachi slot hisshouhou aladdin 2 evolution,
15215,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,ps2,2007,Misc,Sega,0,0,0.03,0,0.03,,jissen pachi slot hisshouhou hokuto no ken 2,
7408,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,ps2,2006,Misc,Sega,0,0,0.24,0,0.24,,jissen pachi slot hisshouhou hokuto no ken se,
17008,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,ps2,2007,Misc,Sega,0,0,0.02,0,0.02,,jissen pachi slot hisshouhou mister magic neo,
6711,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,ps2,2002,Misc,Sammy Corporation,0,0,0.28,0,0.28,,jissen pachi slot hisshouhou moujuu oh s,
2278,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,ps2,2004,Misc,Sammy Corporation,0,0,1,0,1,,jissen pachi slot hisshouhou hokuto no ken,
16801,Jissen Pachinko Hisshouhou! CR Sakura Taisen,ps2,2007,Misc,Sega,0,0,0.02,0,0.02,,jissen pachinko hisshouhou cr sakura taisen,
14430,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,ds,2005,Misc,Sega,0,0,0.04,0,0.04,,jissen pachislot hisshouhou hokuto no ken ds,
14022,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,ds,2006,Misc,Sega,0,0,0.05,0,0.05,,jissen pachislot hisshouhou hokuto no ken ds se,
13203,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,psp,2006,Misc,Sega,0,0,0.06,0,0.06,,jissen pachislot hisshouhou hokuto no ken portable se,
13504,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,ps3,2012,Action,Sega,0,0,0.06,0,0.06,,jissen pachislot secrets fist of the north star f seikimatsu kyuuseishu densetsu,
16615,Jitsumei Jikkyou Keiba Dream Classic 2002,ps2,2002,Sports,Namco Bandai Games,0,0,0.02,0,0.02,,jitsumei jikkyou keiba dream classic 2002,
14061,JoJo no Kimy? na B?ken Fantomu Buraddo,ps2,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05,,jojo no kimy na b ken fantomu buraddo,
16267,JoJo's Bizarre Adventure,dc,1999,,,,,,,0.02,,jojo s bizarre adventure,
13442,JoJo's Bizarre Adventure: All Star Battle,3ds,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06,,jojo s bizarre adventure all star battle,
3728,JoJo's Bizarre Adventure: All Star Battle,ps3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,,jojo s bizarre adventure all star battle,12
15755,JoJo's Bizarre Adventure: Eyes of Heaven,ps3,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,,jojo s bizarre adventure eyes of heaven,
18199,Joe Montana Football,gg,1991,,,,,,,0.007,,joe montana football,
10955,John Daly's ProStroke Golf,ps3,2010,Sports,O-Games,0.09,0.02,0,0.01,0.11,,john daly s prostroke golf,3
6327,John Deere: Harvest in the Heartland,ds,2007,Simulation,Ubisoft,0.23,0.04,0,0.02,0.3,,john deere harvest in the heartland,
12893,John Madden Football,snes,1991,Sports,Imagineer,0,0,0.07,0,0.07,,john madden football,
13592,Johnny Bazookatone,ps,1995,Platform,U.S. Gold,0.03,0.02,0,0,0.05,,johnny bazookatone,
11124,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,ds,2009,Action,Blast! Entertainment Ltd,0.09,0,0,0.01,0.1,,johnny bravo in the hukka mega mighty ultra extreme date o rama,
11944,Johnny Test,ds,2011,Platform,505 Games,0.07,0,0,0.01,0.08,,johnny test,3
16591,Jojo's Bizarre Adventure,ps,1999,Fighting,Virgin Interactive,0.01,0.01,0,0,0.02,,jojo s bizarre adventure,
14345,Jojo's Fashion Show: Design in a Dash!,ds,2009,Simulation,Ubisoft,0.04,0,0,0,0.04,,jojo s fashion show design in a dash,
16906,Joker no Kuni no Alice: Wonderful Wonder World,psp,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,joker no kuni no alice wonderful wonder world,
7072,Jonah Lomu Rugby Challenge,ps3,,Sports,Home Entertainment Suppliers,0,0.2,0,0.06,0.26,,jonah lomu rugby challenge,3
6365,Jonas,ds,2009,Adventure,Disney Interactive Studios,0.28,0,0,0.02,0.3,,jonas,
9728,Jonny Moseley Mad Trix,ps2,2001,Sports,3DO,0.07,0.05,0,0.02,0.14,,jonny moseley mad trix,
7190,Journey,ps3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0,0.06,0.25,,journey,7
2103,Joust,2600,1982,Platform,Atari,1.01,0.06,0,0.01,1.08,,joust,
8589,Joust,2600,1983,,,,,,,0.18,,joust,
14234,Joust,atari5200,1983,,,,,,,0.046,,joust,
12952,Joust,atari7800,1987,,,,,,,0.065,,joust,
18311,Joust,lynx,1992,,,,,,,0.005,,joust,
582,Joust,mame,1982,,,,,,,2.92,,joust,
2893,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0,0.01,0.78,,jr pac man,
13963,Judge Dredd,ps,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05,,judge dredd,7
15232,Judge Dredd: Dredd Vs Death,ps2,2003,Shooter,BAM! Entertainment,0.01,0.01,0,0,0.03,,judge dredd dredd vs death,
16356,Judge Dredd: Dredd Vs Death,xb,2003,Shooter,Vivendi Games,0.01,0,0,0,0.02,,judge dredd dredd vs death,
15640,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,psp,2010,Role-Playing,Gust,0,0,0.03,0,0.03,,judie no atelier guramnat no renkinjutsu toraware no morito,
12491,Judie no Atelier: Guramnat no Renkinjutsushi,ps2,2002,Role-Playing,Gust,0,0,0.07,0,0.07,,judie no atelier guramnat no renkinjutsushi,
17478,Juggler DS,ds,2008,Misc,Commseed,0,0,0.01,0,0.01,,juggler ds,
4110,Juiced,ps2,2005,Racing,THQ,0.26,0.2,0,0.07,0.53,,juiced,12
8605,Juiced,xb,2005,Racing,THQ,0.13,0.04,0,0.01,0.18,,juiced,12
7250,Juiced 2: Hot Import Nights,ds,2007,Racing,THQ,0.22,0,0,0.02,0.24,,juiced 2 hot import nights,12
5352,Juiced 2: Hot Import Nights,ps2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,,juiced 2 hot import nights,12
7053,Juiced 2: Hot Import Nights,ps3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.26,,juiced 2 hot import nights,12
5549,Juiced 2: Hot Import Nights,psp,2007,Racing,THQ,0.06,0.2,0,0.11,0.37,,juiced 2 hot import nights,12
4903,Juiced: Eliminator,psp,2006,Racing,THQ,0.11,0.2,0,0.12,0.43,,juiced eliminator,12
13360,July,dc,1998,Adventure,Fortyfive,0,0,0.06,0,0.06,,july,
13016,Jumble Madness,ds,2009,Puzzle,Destineer,0.06,0,0,0,0.06,,jumble madness,
4353,Jump Rope Challenge,switch,2020,,,,,,,0.5,,jump rope challenge,
4810,Jump Start Pet Rescue,wii,2009,Misc,Knowledge Adventure,0.41,0,0,0.03,0.44,False,jump start pet rescue,
3936,Jump Super Stars,ds,2005,Fighting,Nintendo,0,0,0.55,0,0.55,,jump super stars,
3053,Jump Ultimate Stars,ds,2006,Fighting,Nintendo,0,0,0.74,0,0.74,,jump ultimate stars,
4997,JumpStart: Escape from Adventure Island,wii,2009,Adventure,Knowledge Adventure,0.39,0,0,0.03,0.42,False,jumpstart escape from adventure island,
12900,Jumper: Griffin's Story,ps2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,0.07,,jumper griffin s story,12
11650,Jumper: Griffin's Story,wii,2008,Action,Eidos Interactive,0.08,0,0,0.01,0.09,False,jumper griffin s story,12
6298,Jumping Flash!,ps,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3,,jumping flash,
7136,Jumping Flash! 2,ps,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,,jumping flash 2,
18640,Jumpman Junior,colecovision,1984,,,,,,,0.003,,jumpman junior,
2031,Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0,0.01,1.1,,jungle hunt,
5498,Jungle Hunt,2600,1983,,,,,,,0.38,,jungle hunt,
15846,Jungle Hunt,atari5200,1983,,,,,,,0.024,,jungle hunt,
17965,Jungle Hunt,colecovision,1983,,,,,,,0.01,,jungle hunt,
2138,Junior Brain Trainer,ds,2008,Misc,GSP,0.23,0.74,0,0.1,1.06,,junior brain trainer,3
6549,Junior Brain Trainer 2,ds,2010,Misc,GSP,0.04,0.21,0,0.04,0.29,,junior brain trainer 2,
12335,Junior Classic Books & Fairytales,ds,2010,Misc,GSP,0.06,0.01,0,0.01,0.08,,junior classic books and fairytales,
5322,Junior Classic Games,ds,2009,Misc,Avanquest,0.26,0.09,0,0.03,0.39,,junior classic games,3
15559,Junior Island Adventure,ds,2011,Puzzle,Unknown,0.03,0,0,0,0.03,,junior island adventure,
11848,Junior Mystery Quest,ds,2011,Puzzle,GSP,0.07,0.01,0,0.01,0.09,,junior mystery quest,
17295,Junjou Romanchika: Koi no Doki Doki Daisakusen,ps2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,,junjou romanchika koi no doki doki daisakusen,
10762,Jupiter Strike,ps,1994,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,,jupiter strike,
17962,Jurassic Park,gen,1993,,,,,,,0.01,,jurassic park,
18002,Jurassic Park,gg,1993,,,,,,,0.01,,jurassic park,
5678,Jurassic Park,nes,1993,Action,Ocean,0.25,0.1,0,0.01,0.36,,jurassic park,
18057,Jurassic Park,scd,1993,,,,,,,0.009,,jurassic park,
8632,Jurassic Park III: Island Attack,gba,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0,0,0.18,,jurassic park 3 island attack,
13254,Jurassic Park III: Park Builder,gba,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0,0.06,,jurassic park 3 park builder,
15843,Jurassic Park Interactive,3do,1994,,,,,,,0.024,,jurassic park interactive,
6772,Jurassic Park: Operation Genesis,ps2,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0,0.03,0.27,,jurassic park operation genesis,
12674,Jurassic Park: Operation Genesis,xb,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0,0,0.07,,jurassic park operation genesis,
9769,Jurassic: The Hunted,ps2,2009,Shooter,Activision,0.07,0.06,0,0.02,0.14,,jurassic the hunted,
8314,Jurassic: The Hunted,ps3,2009,Shooter,Activision,0.17,0,0,0.02,0.19,,jurassic the hunted,
9267,Jurassic: The Hunted,wii,2009,Shooter,Activision,0.14,0,0,0.01,0.15,False,jurassic the hunted,
16199,Just Cause,ps2,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02,,just cause,16
1106,Just Cause 2,ps3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,,just cause 2,18
138,Just Dance,wii,2009,Misc,Ubisoft,3.51,3.03,0,0.73,7.27,False,just dance,3
101,Just Dance 2,wii,2010,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52,False,just dance 2,3
5357,Just Dance 2014,ps3,2013,Misc,Ubisoft,0.17,0.15,0,0.07,0.39,,just dance 2014,3
404,Just Dance 2014,wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76,False,just dance 2014,3
3580,Just Dance 2014,wiiu,2013,Misc,Ubisoft,0.33,0.23,0,0.05,0.61,,just dance 2014,3
6722,Just Dance 2015,ps3,2014,Misc,Ubisoft,0.12,0.11,0,0.05,0.28,,just dance 2015,3
811,Just Dance 2015,wii,2014,Misc,Ubisoft,1.11,0.98,0,0.2,2.28,False,just dance 2015,3
3004,Just Dance 2015,wiiu,2014,Misc,Ubisoft,0.4,0.28,0,0.07,0.75,,just dance 2015,3
7635,Just Dance 2016,ps3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22,,just dance 2016,3
1845,Just Dance 2016,wii,2015,Misc,Ubisoft,0.52,0.59,0,0.1,1.2,False,just dance 2016,3
3784,Just Dance 2016,wiiu,2015,Misc,Ubisoft,0.28,0.25,0,0.05,0.58,,just dance 2016,3
6381,Just Dance 2017,wiiu,2016,,,,,,,0.3,,just dance 2017,3
8204,Just Dance 2018,wiiu,2017,,,,,,,0.2,,just dance 2018,3
11437,Just Dance 2019,wiiu,2018,,,,,,,0.1,,just dance 2019,3
14134,Just Dance 2020,wiiu,2019,,,,,,,0.05,,just dance 2020,
15772,Just Dance 2021,wiiu,2020,,,,,,,0.03,,just dance 2021,
16321,Just Dance 2022,wiiu,2021,,,,,,,0.02,,just dance 2022,
18024,Just Dance 2023,wiiu,2022,,,,,,,0.01,,just dance 2023,
8010,Just Dance 2: Extra Songs,wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2,False,just dance 2 extra songs,3
3463,Just Dance 3,ps3,2011,Misc,Ubisoft,0.33,0.21,0,0.09,0.63,,just dance 3,3
92,Just Dance 3,wii,2011,Misc,Ubisoft,6.05,3.15,0,1.07,10.26,False,just dance 3,3
4816,Just Dance 4,ps3,2012,Misc,Ubisoft,0.26,0.12,0,0.06,0.44,,just dance 4,3
149,Just Dance 4,wii,2012,Misc,Ubisoft,4.14,2.21,0,0.56,6.91,False,just dance 4,3
5304,Just Dance 4,wiiu,2012,Misc,Ubisoft,0.22,0.14,0,0.03,0.39,,just dance 4,
790,Just Dance Kids,wii,2010,Misc,Ubisoft,1.57,0.56,0,0.19,2.32,False,just dance kids,3
7232,Just Dance Kids 2,ps3,2011,Misc,Ubisoft,0.1,0.1,0,0.04,0.25,,just dance kids 2,
6538,Just Dance Kids 2,wii,2011,Misc,Ubisoft,0.28,0,0,0.02,0.29,False,just dance kids 2,
3063,Just Dance Wii,wii,2011,Misc,Nintendo,0,0,0.73,0,0.73,False,just dance wii,
6478,Just Dance Wii 2,wii,2012,Misc,Nintendo,0,0,0.29,0,0.29,False,just dance wii 2,
11625,Just Dance Wii U,wiiu,2014,Misc,Nintendo,0,0,0.09,0,0.09,,just dance wii u,
10164,Just Dance: Disney Party,wii,2012,Misc,Ubisoft,0.01,0.1,0,0.02,0.13,False,just dance disney party,3
11943,Just Dance: Disney Party 2,wiiu,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08,,just dance disney party 2,3
7815,Just Dance: Greatest Hits,wii,2012,Misc,Ubisoft,0.15,0.04,0,0.02,0.21,False,just dance greatest hits,
4825,Just Dance: Summer Party,wii,2011,Misc,Ubisoft,0.41,0,0,0.03,0.44,False,just dance summer party,
10956,Just In Time Translations,ds,2009,Misc,THQ,0.1,0,0,0.01,0.11,,just in time translations,
8998,Just Sing!,ds,2009,Misc,DTP Entertainment,0.14,0.01,0,0.01,0.16,,just sing,3
14448,Just Sing! Vol. 2,ds,2011,Misc,PQube,0,0.04,0,0.01,0.04,,just sing vol 2,12
11801,Justice League Heroes,ds,2006,Role-Playing,Eidos Interactive,0.08,0,0,0.01,0.09,,justice league heroes,12
7741,Justice League Heroes,psp,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22,,justice league heroes,12
15179,Justice League Heroes: The Flash,gba,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03,,justice league heroes the flash,12
14454,Justice League: Chronicles,gba,2003,Platform,Midway Games,0.03,0.01,0,0,0.04,,justice league chronicles,
16682,Juusanshi Engi Engetsu Sangokuden 2,psp,2014,Action,Idea Factory,0,0,0.02,0,0.02,,juusanshi engi engetsu sangokuden 2,
15566,Jyuzaengi: Engetsu Sangokuden,psp,2012,Action,Idea Factory,0,0,0.03,0,0.03,,jyuzaengi engetsu sangokuden,
17808,K-1 Grand Prix,ps,1999,Fighting,Jaleco,0.01,0.01,0,0,0.01,,k 1 grand prix,
7416,K-1 Revenge,ps,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24,,k 1 revenge,
8600,K-1 World Grand Prix,ps2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,,k 1 world grand prix,
7171,K-ON! Houkago Live!!,psp,2010,Misc,Sega,0,0,0.25,0,0.25,,k on houkago live,
15458,K-On! After School Live!! HD Ver.,ps3,2012,Action,Sega,0,0,0.03,0,0.03,,k on after school live hd ver,
6245,KISS Pinball,ps,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31,,kiss pinball,
7767,KORG DS-10 Synthesizer,ds,2008,Misc,AQ Interactive,0.2,0.01,0,0.02,0.22,,korg ds 10 synthesizer,3
11351,KORG DS-10 Synthesizer Plus,ds,2009,Misc,AQ Interactive,0.08,0,0.02,0.01,0.1,,korg ds 10 synthesizer plus,
1959,Kaboom!,2600,1980,Misc,Activision,1.07,0.07,0,0.01,1.15,,kaboom,
4822,Kaboom!,2600,1981,,,,,,,0.44,,kaboom,
18337,Kaboom!,atari5200,1983,,,,,,,0.005,,kaboom,
15156,Kabu Trader Shun,ds,2007,Action,Capcom,0,0,0.03,0,0.03,,kabu trader shun,
